Trial	Proposer_ID	Offer	Anger
1	computer	11	1
2	PRP1	1	2
3	PRP2	4	1
4	PRP3	8	1
5	PRP2	2	2
6	computer	2	2
7	PRP4	8	1
8	PRP5	10	1
9	PRP4	11	1
10	PRP6	3	2
11	computer	9	1
12	PRP6	4	2
13	PRP3	3	2
14	computer	2	2
15	PRP5	11	1
16	PRP5	9	1
17	computer	11	1
18	PRP1	3	2
19	PRP2	3	2
20	computer	10	1
21	PRP6	2	2
22	PRP4	9	1
23	PRP5	8	1
24	PRP1	10	1
25	computer	8	1
26	PRP4	10	1
27	computer	9	1
28	computer	4	2
29	PRP3	2	2
30	computer	1	1
31	PRP2	1	2
32	PRP3	11	1
33	PRP1	9	1
34	PRP6	1	2
35	computer	3	1
36	computer	1	2
